id	effectiveTime	active	moduleId	sourceId	destinationId	relationshipGroup	typeId	characteristicTypeId	modifierId
711234567124	20090731	1	81234567100	101234567100	138875005	0	116680003	900000000000010007	900000000000451002
721234567124	20020131	1	81234567100	111234567100	138875005	0	116680003	900000000000010007	900000000000451002
731234567124	20170930	1	81234567100	121234567100	138875005	0	116680003	900000000000010007	900000000000451002
741234567124	20030131	1	81234567100	131234567100	138875005	0	116680003	900000000000010007	900000000000451002
751234567124	20171031	1	81234567100	141234567100	138875005	0	116680003	900000000000010007	900000000000451002
761234567124	20090731	1	81234567100	151234567100	138875005	0	116680003	900000000000010007	900000000000451002
771234567124	20170930	1	81234567100	161234567100	138875005	0	116680003	900000000000010007	900000000000451002
781234567124	20090731	1	81234567100	171234567100	138875005	0	116680003	900000000000010007	900000000000451002
791234567124	20170930	1	81234567100	181234567100	138875005	0	116680003	900000000000010007	900000000000451002
801234567124	20090731	1	81234567100	191234567100	138875005	0	116680003	900000000000010007	900000000000451002
811234567124	20170930	1	81234567100	201234567100	138875005	0	116680003	900000000000010007	900000000000451002
821234567124	20171031	1	81234567100	211234567100	138875005	0	116680003	900000000000010007	900000000000451002
831234567124	20090731	1	81234567100	221234567100	138875005	0	116680003	900000000000010007	900000000000451002
841234567124	20170930	1	81234567100	231234567100	138875005	0	116680003	900000000000010007	900000000000451002
851234567124	20090731	1	81234567100	241234567100	138875005	0	116680003	900000000000010007	900000000000451002
861234567124	20090731	1	81234567100	251234567100	138875005	0	116680003	900000000000010007	900000000000451002
871234567124	20090731	0	900000000000207008	151234567100	138875005	0	116680003	900000000000010007	900000000000451002
881234567124	20020131	0	81234567100	171234567100	138875005	0	116680003	900000000000010007	900000000000451002
891234567124	20170930	0	81234567100	221234567100	138875005	0	116680003	900000000000010007	900000000000451002
901234567124	20030131	0	81234567100	131234567100	138875005	0	116680003	900000000000010007	900000000000451002
911234567124	20090731	1	900000000000207008	151234567100	138875005	0	116680003	900000000000010007	900000000000451002
921234567124	20020131	1	900000000000012004	171234567100	138875005	0	116680003	900000000000010007	900000000000451002
931234567124	20170930	1	900000000000207008	221234567100	138875005	0	116680003	900000000000010007	900000000000451002
941234567124	20030131	1	900000000000012004	131234567100	138875005	0	116680003	900000000000010007	900000000000451002
951234567124	20171031	1	81234567100	151234567100	251234567100	0	116680003	900000000000010007	900000000000451002
961234567124	20090731	1	81234567100	171234567100	251234567100	0	116680003	900000000000010007	900000000000451002
971234567124	20170930	1	81234567100	221234567100	138875005	0	241234567100	900000000000010007	900000000000451002
